userName,score,at,content,Gameplay,Visual,Performance,Feature
YuzuNime Crack,1,2023-06-11 3:34:29,"setelah main versi baru ini, map nya jadi transparan. bug entah apa ga tau tpi kalo bug tolong perbaiki secepatnya",-1,-1,-1,-1
Kuroi Kun,1,2023-06-07 4:42:39,"2 hari lalu udah download pre-update 7 GB tapi tadi setelah update di playstore malah disuruh download lagi 6 GB, mengecewakan sekali sekali update berasa download 13 GB, lain kali tidak usah memberi fitur pre-update kalau ujung2nya disuruh download update-an lagi",-1,-1,-1,-1
Anak Ayam,2,2023-06-08 13:19:47,"Percuma update 6,5 GB tapi gaada tambahnya akhirnya dihapus lagi Kasian buat orang yang download pakai data. Seperti saya.. Minimal UPDATE ada wujud nya. Bukan update doang tapi gaada isinya 🤣🤣🤣🤣",-1,-1,-1,-1
Tamariska shanessa Simanjuntak,5,2023-07-19 2:30:39,Game ini bagus sih tapi terkadang suara karakter nya suka menghilang dan serasa aneh itu saja sih tpi yg lainnya bagus jdi saya kasih bintang 5 saja,1,-1,-1,-1
ZALDI AJAIB,5,2023-06-07 10:11:59,"Secara keseluruhan game ini bagus banget, tapi kenapa ya setelah update v1.1 saya jadi gk bisa main, mulai dari kereta apinya tiba tiba ngilang pas buka game nya, padahal sebelumnya masih ada",1,-1,-1,-1
Gede Krisna,4,2023-05-09 17:15:59,"Dari segi keseluruhan game nya sangat bagus hampir mengingatkan saya dengan game Turn Base Chaos ring III, dan SAO Unleash Bleading, tapi yang menjadi masalah bagi saya yaitu bug nya yang meresahkan dan bikin gak nyaman waktu bermain, setiap ganti resolusi layar langsung berwarna putih, dan lagi warna menara crytal di pusat kota Supreme Guardian/ Jarilo VI berwarna hitam yang bikin pemandangan tidak nyaman, sekaligus ultimate Herta juga berwarna hitam, saya harap bug nya cepat² diperbaiki 🙏😇",1,-1,-1,-1
M Faris Zidni,5,2023-05-03 11:18:46,"Pengalaman 7 hari maen, Gameplay, story, story per karakter, sidequest, mekanik dan lain-lain 9/10 (1 nya karena gua gak jago turn base, asal hantam aja setiap musuh). Saran untuk yang baca: Karena HSR masih termasuk baru rilis jadinya jangan terlalu explore map berlebihan, ntar semua hal lu udah explore jadinya boring kayak gua. Bayangin maen 7 hari, playtime 38 jam gimana gak berlebihan",1,-1,-1,-1
Raffie Attiqi,5,2023-06-18 1:01:08,"Permainan turn base yang lebih modern, dan grafik yang bagus.Alur Ceritanya juga bagus karena si karakter utama bisa lebih mengekspresikan si para player",1,1,-1,-1
アカンヴ,5,2023-06-29 12:41:15,Sebenernya gw emang suka bngt sama game buatan hoyoverse yang satu ini yaa karna akun gw juga kecil ye kan di game ini juga kalau 10x warp di in gamenya bisa dapet salah satu karakter b5 juga habis 300 warp bisa milih karakter b5 yang kita mau pokoknya ini bagus sih,1,-1,-1,1
Master Chief,4,2023-06-19 6:03:22,"Game seru,tidak terllau p2w. Tapi tolong sediakan fitur replay story beserta alternative story lainnya seperti fgo agar player yang lebih suka ke story nya hisa replay storynya.",1,-1,-1,-1
Muhammad Irhami,4,2023-07-11 8:14:31,"Untuk game ini sangat bagus, dan cara bermain nya mudah sekali, dan untuk karakter nya juga bagus, tapi kenapa kalo saya main kadang keluar keluar terus, jadi males main",1,-1,-1,-1
Tonelico,3,2023-05-05 21:22:53,"Untuk gamenya saya merasa kurang dalam hal optimisasi ya juga, saya melihat handphone menggunakan Snapdragon 855 masih tetap patah patah dan freeze, apalagi waktu scene scene cinematic, kemudian juga ada kendala dimana bila melakukan penyetelan grafik ke terendah akan menyebabkan background game menjadi berwarna putih semua dan hanya karakter karakternya yang berwarna, karena gamenya baru rilis jadi mungkin kedepannya masih dapat dikembangkan lebih baik lagi. Overvall itu aja sih hal yang saya s",-1,-1,-1,-1
Agus Maulana,5,2023-04-28 11:56:16,"Gameplay nya mantap! Grafik mantap! Hampir semuanya mantap! Kekurangannya di size nya+animasi yang agak berat (diwajarkan sih,soalnya bukan ecek²) tolong tingkatkan lagi performa dalam gamenya!",1,1,-1,-1
Abdul rahman,4,2023-06-12 2:03:43,"Saya kasi bintang 4 karena pas awal main kereta di loding screen tidak kelihatan,mapnya ngebuk tembus pandang tapi alur ceritanya bagus saya suka tolong itu di bagusin solanya pas main benar benar tidak enak maff kalo keritik saya tidak enak",1,-1,-1,-1
Akiraa Hoshinoo,4,2023-06-07 3:07:13,"Gamenya udah lumayan Perfect... Tapi kenapa ya saat saya ingin mengganti kualitas game layar game tiba-tiba full cahaya. Padahal saya sudah kembalikan settingnya seperti semula tapi tetap saja bercahaya. Sampai-sampai tdk keliatan apapun hanya chara gamenya, alhasil saya mengulang lagi gamenya 🥲 tolong dev agar diperbaiki bug ini karena saat ini saya masih trauma🥲 layar gamenya juga tidak HD karena takut harus mengulang lagi🥲👍.",1,-1,-1,-1
Bagus Andika,4,2023-05-21 4:26:54,"Untuk gameplay sama grafis oke lah, tapi untuk scene juga jangan terlalu berat. Untuk sistem juga udh bagus namun lumayan berat juga kalo dipake di hp sekelas midrange. Semangat mihoyo がんばつてね！！！",1,1,-1,-1
Hadziq auzani Rahman,4,2023-06-09 6:08:56,"Setelah update 1.1 tempat,jalanan, bangunan menjadi transparan. Padahal pada patch sebelumnya Aman aman saja tolong dong ditindaki dong",-1,-1,-1,-1
danish khayri,3,2023-06-12 12:12:34,"Mau beri bintang lima tapi akhir akhir ini sering freeze gamenya dan juga baru kali ini buat HP saya restart, mohon di perbaiki ya soalnya di 1.0 di ada masalahnya sama sekali.",-1,-1,-1,-1
Rabeladina Maulida,5,2023-06-07 9:14:57,Keren sih ini game 👍 cuman kurang nya satu cerita nya gak bisa di skip 🤪 lama banget. Kadang cape dengerin nya lama bgt,1,-1,-1,-1
Muhammad Azzam Alawy,3,2023-06-07 11:49:15,Gamenya bagus sejak update saya tidak dapat login kenapa aku gak tau tolong diperbaiki dan juga ada bug tentang kereta saat masuk sejak update jadi tembus pandang,1,-1,-1,-1
"MG orijin, id",4,2023-05-05 8:36:38,"Nambah satu bintang. Aku udah main gamenya dari segi grafik yah.. Karena aku udah kenal agak lama mihoyo jadi dari segi grafik enggaj mengecewakan. Buat desain character, aountraack. Musik. Semuanya bagus. Buat segi alur ceritanya bangus cuma kadang aga kecepetan alurnya. Paling yang minus cuma enggak ada fitur ""riwayat"" kaya di honkai impact 3 jadi aga susah nikmati alurnya kalo misal kita ga sengaja mencet tap dialog obrolan kecepetan. Udah sih itu aja. 8/10 dari aku.",1,1,-1,-1
LeiaSylvius EtherealQueen,3,2023-04-27 6:33:13,"Game belum di optimalisasi dengan SOC Snapdragan 8 gen 2, beberapa ulti lagging meski grafis medium and setiap kali ping di atas 200 langsung patah"" Meski hanya buka menu alhasil force close. Game ini termasuk yang berat di sisi GPU meski hanya game Turn base. Saat ping bertambah kestabilan game : terganggu lagging patah"" hingga FC",-1,-1,-1,-1
Christian Alexander Kusuma Wijaya,1,2023-06-07 9:07:57,"Setelah update 1.1 saya tidak bisa masuk game , ngestuck di loading screen berkali kali , semoga cepetan bisa di perbaiki bugnya.",-1,-1,-1,-1
Bayu Prasetya,4,2023-04-27 1:41:05,"Sebenarnya game nya bagus saja tampilan,map dan grafik juga bagus tapi di beberapa karakter masih terdapat bug, seperti dan heng yang di mana kadang"" skill nya tidak terlihat (hilang) dan juga mohon game nya di tingkatkan pada bagian ke realitasan karena masih terdapat banyak sekali karakter dengan gerakkan yang kaku Dan ini permintaan saya yang sesungguhnya! Saya mohon berikan kami Mode Co-op karna kami sudah bosan dengan map yang besar dan luas tapi kita sendiri saya mohon! Mohon sekali",-1,1,-1,-1
Muhammad Akbar,4,2023-04-26 7:00:59,"Gamenya bagus, gameplaynya mudah dipahami dan ceritanya ok. Tapi setiap mau login pasti ada notifikasi seperti ""login error, silahkan coba lagi nanti. Error code: 1001_3"". Setiap saya coba lagi masih ada ""login error"" padahal jam 11.00 sudah bisa main. Mohon para developer, jika ada masalah mohon segera diperbaiki 😀🙏",1,-1,-1,-1
MUHAMMAD FADHIL MAULANA,4,2023-05-19 11:18:44,"Gamenya sih udah bagus, tapi tolong untuk kedepanya di compatible kan untuk versi android. Dan saya juga menemukan bug aneh dimana saat set rata kanan tiba² semua jadi putih kecuali karakter, tolong di perbaiki lagi untuk kedepanya, karna game ini menurut saya cukup menarik dan seru untuk di mainkan",1,-1,-1,-1
Fajar Alfath,5,2023-06-13 18:16:10,Maaf ya bkn maksud ngrendahin tpi tolong sadar diri lah yg hp potato Itu yg ngasih bintang 1 krn ngelag/FC Yg salah siapa maksa hp kentang main game berat. Hp gw jg rada kentang kadang ngelag tetapi gw tetep ngasih penilaian sesuai gameplay gamenya,-1,-1,-1,-1
Gebby bunga Wardani,5,2023-05-20 11:28:47,"Suka sama game nya, gameplay nya meskipun turn based tapi tetep unik, desain Character nya juga bagus-bagus, story juga bikin penasaran banget, sayang cuma ga terlalu open world, Map nya agak terbatas, tapi sejauh ini saya ga ada kendala selama main Semoga update kedepannya makin banyak fitur menarik yah!!",1,-1,-1,-1
Youth Game,4,2023-05-04 6:44:21,"Game ini bagus dari plot cerita, grafis, musik dan gameplay. Sayangnya di device saya beberapa kali mengalami force close ketika cutscene dan ini sangat mengecewakan. Semoga ada solusi dari mihoyo karena di gameplay lancar dengan diatas setingan rendah 60 fps",1,1,-1,-1
Panjaan Istana,5,2023-06-07 1:25:58,"Terimakasih telah menciptakan geme honkai: star rail,geme ini sangat seru saat menjelajahi luar angkasa, Dan grafik pun juga bagus sekali. Geme ini memang bagus❤️👍👍",1,1,-1,-1
Ana Akhtakhunnisa,4,2023-06-09 7:25:27,"Gamenya bagus, sukaa, tapi pas update dwonload data saat sudah mau selesai malah ngestuck padahal jaringan bagus dan memori memadai, mohon di perbaiki sedikit kesalahannya",1,-1,-1,-1
Ilham Yoga,2,2023-06-03 3:49:34,"Kekurangan nya banyak 1:saat teleport terjadi bug(muncul dibawah tanah gak bisa bergerak)jadi semut 2.loading screen lama(jaringan mati akan mengulang dari awal)jadi ribet 3.alur cerita OK tanda kutip juga membingungankan disaat kamu lupa alur cerita karena terlalu banyak misi tambahan + MC-nya kebanyakan diam(bisu) 4.Gacha terlalu sampah,memakai acara upgrade charakter lagi itu satu pun susah dapetnya",-1,-1,-1,-1
saga elight,3,2023-07-10 15:54:14,Untuk rekomendasi level mohon disesuaikan lagi masa level 40 kalah sama level 35 padahal sudah beda level dan udh nyari kelemahan elemennya,-1,-1,-1,-1
pasya TROOPz,3,2023-04-30 15:25:51,"Gameplay,story n grafik udh bagus, tapi sayang seharusnya bisa lebih di optimalisasikan lagi grafiknya biar ramah buat device golongan menengah kebawah soalnya sayang banget gamenya udah bagus tapi harus dikacaukan karena masalah grafik doang,contohnya kaya pas animasi ultinya Herta warna kristalnya jadi hitam dan ada beberapa tekstur dalam worldnya juga yang jadi hitam padahal grafik udah di setting paling rendah, jadinya experience bermain beberapa player jadi kurang dan merasa gak nyaman😔",1,1,-1,-1
Fadly,5,2023-07-15 15:23:44,"Gamenya sangat bagus, tapi saya ingin anda menambahkan hal menarik yang membuat pemain tidak bosan menjelajahi map ketika seluruh quest telah diselesaikan",1,-1,-1,-1
Flexi95,4,2023-05-08 8:42:45,"Dari segala seginya sih nih game udah perfect banget. Gameplaynya juga mudah dipelajari & dimengerti. Ditambah music, desain grafis & karakter yang bener-bener bagus. Tapi masih ada 1 kekurangan yang bikin beberapa player gak nyaman (khususnya pemakai kuota) yakni nih game makan kuotanya gede banget, main sejem aja bisa habis hampir 500mban. Tidak sebesar pemakaian data Genshin. Semoga aja nanti bisa difix oleh Hoyoverse di patch selanjutnya. Overall 8,5/10 dulu untuk saat ini😁",1,1,1,-1
Yofi Maula N,5,2023-06-22 4:04:48,"Gamenya bagus,tapi tolong untuk kedepannya jangan,diberatin kalau bisa dinetralin aja biar device yg lain atau semacamnya masih bisa bermain terimakasih.",1,-1,-1,-1
Ahduy Lek4s,2,2023-06-18 17:41:45,game nya udah bagus.masalahnya cuman ada di jaringan susah loginnya.Perbaiki BUG BUG NYA.Event nya terlalu banyak basa basi mana gak bisa di skip pula.,1,-1,-1,-1
Yonanda Zein,1,2023-06-22 10:30:31,"Kok aneh y game ini. Ga tau apa cuma aku doang yang merasakan atau ada yang lain. Penggunaan data internet pakai kuota utama lebih boros daripada dengan menggunakan kuota aplikasi unlimited aplikasi, padahal kuota aplikasi ga ada tertera untuk starrail. Pernah 4 hari main, habis 27gb. Apa itu 27 gb mendownload in-game data atau gimana? Di game hoyo satunya ga boros. Masa beli kuota internet terus mana gada wifi. Tolong hoyo perbaiki masalah penggunaan internet yang kurasakan ini.",-1,-1,-1,-1
Ridho Ansari,1,2023-06-20 7:26:20,"Entah kenapa layar tiba tiba jadi hitam saat loading masuk game setelah kereta, kerena layarnya hitam mulu sampe dalam game, jadinya game keluar sendiri Mohon segera di perbaiki",-1,-1,-1,-1
Firuza Nightcore,5,2023-04-26 22:03:35,"Untuk kalian semua yang login langsung keluar sendiri atau muncul tulisan ""Login error, bla bla bla"" itu kalian coba re-install (hapus download ulang lagi) kalau masih muncul tulisan ""Login error, bla bla bla"" nya lagi, berarti jaringan kalian kurang kuat tapi kalau kalian bilang jaringan kalian kuat berarti ada bug internet/jaringan di game HSR (Honkai Star Rail). Bagi pengguna WiFi saran ku download nya sambil pakai VPN biar cepat download nya VPN yang simpel contoh nya 1111",-1,-1,-1,-1
Adhityo Krisdiono,4,2023-04-30 19:35:00,"Gabungan dari semi open world dengan turn based nya sangat menyenangkan, saya sudah menghabiskan puluhan jam di game ini, sangat mengasikan. Yang membuat pengalaman saya terganggu adalah masalah jaringan. Saat saya bermain genshin saya mendapat ping 90ms (lancar), sedangkan di Honkai Star Rail ini saya mendapatkan ping 120ms (sedikit delay), terkadang sampai 200ms, sangat mengganggu. Semoga di optimalkan lagi untuk masalah jaringan Honkai Star Rail di server asia, khususnya Indonesia.",1,-1,-1,-1
Kurogane Ren,2,2023-06-10 6:59:34,"Saya kasih Bintang Dua Karna Game terlalu sering update padahal gak dimainkan, gameplay open worldnya kurang menarik, lebih kaya semi open world, kurangnya unsur leveling padahal game turn base",-1,-1,-1,-1
Rizky Fauzi,5,2023-05-10 4:04:32,"Saya suka gamenya, mulai dari gameplay nya yg kombinasi pencampuran antara 3 jenis game . Kalo masih ada bug kecil menurut saya wajar karena masih game baru. Desain Karakternya, animasinya, map-nya, story nya, bagus2, Oia untuk kalean yg main game ini kalo perangkat kalian tidak kuat mohon jangan di paksakan, dan jangan menyalahkan gamenya. Suka heran sama orang yg g ngerti konsep game pada perangkat lunak (Handphone).",1,-1,-1,-1
Ricky Dharma,5,2023-05-01 8:18:32,"Untuk segi gameplay dan cerita sangat baik, namun suara pada cutscene sangat parah, tolong segera diperbaiki. Juga tolong tambahkan fitur untuk bermain bersama seperti mode PvP ataupun raid agar permainan lebih menyenangkan.",1,-1,-1,-1
Woll-Y Channel,5,2023-05-07 12:57:50,"Grafik diluar expetasi bagus,,alur cerita seru,,side quest ada yang seru ada yang membosankan tapi gak masalah jika hadiah nya bagus hhe,,gameplay sudah tau bakal classic turn based tapi gak nyangka bakal sebagus sama seseru ini,,tapi masih ada kekurangan di interaksi dibenda sekitar contoh ada kursi tetapi tidak bisa duduk. Bisa berinteraksi di chat dengan karakter,tetapi kekurangannya kita tidak bisa chat/chatting dengan teman di friendlist.Jika bisa adakan interaksi kita bisa tidur dikasur🙏",1,-1,-1,-1
Tommy Saputra,5,2023-06-07 0:04:27,Gaya permainan yang kelewat santai dan menantang untuk ngebangun karakter dari awal perilisan sampai saat ini masih semangat-semangatnya. Yaa mengingat ini game buatan Hoyoverse tentu saja sangat menarik untuk dimainkan.,1,-1,-1,-1
Fara Isyah Dwi Puspitasari,4,2023-04-29 10:37:06,"Untuk gamenya tidak ada yg bermasalah grafik bagus dan menyegarkan mata, gameplay yg bisa dibilang menantang, semi open world yg sangat seru. Namun kenapa pada bagian login itu selalu muncul bahwa login error? Sangat disayangkan, saya harap bug ini segera diperbaiki",1,1,-1,-1
Rahmat Hidayat,4,2023-05-10 17:51:23,"Gamenya bagus sih menurut saya, tapi kurangnya pemakaian energi terlalu boros, dan juga pinknya jelek dapat di 200, tolong di tingkatkan lagi, genshin aja bisa dapat di 120-160, kalau story sudah kelar ngak tau mau ngapain, cuma main buat uprage karakter, ngak ada event kah ini...",1,-1,-1,-1
Surya Surya,2,2023-04-30 12:51:40,"Halo game dev, saya sedikit kecewa dengan pengalaman BARU saya memulai game ini, karena ada masalah pada PENCAHAYAANNYA, niatnya saya mau setting grafisnya sedikit lalu tiba tiba layar sekeliling jadi PUTIH semua, lalu saya coba relog tapi tetap tidak kembali seperti semula, mohon perbaiki soalnya saya sudah menanti nantikan game ini",-1,-1,-1,-1
Fadil Anugrah,4,2023-05-08 16:02:35,"Awal rilis yg baik, namun terdapat beberapa hal yang perlu diperbaiki kedepannya, seperti optimalisasi cut scene nya, dan sering juga terjadi beberapa freeze dan hang pada game, padahal tidak ada lag dan hp saya pun tidak memiliki masalah maupun panas, saya harap game ini terus berkembang lebih baik lagi kedepannya, untuk pemain low device dan ramah untuk f2p",-1,-1,-1,-1
Abdul Aziz,4,2023-04-28 4:48:25,"Untuk game bagus, cuma karena masih dalam perkembangan kekurangan nya katika mau masuk ke game nya itu kadang suka eror ,kadang mau masuk ke game (login) itu susah,ribet harus 3× baru masuk atau enggak jg pake vpn baru bisa. Semoga game bisa di kembangkan lebih baik lagi dan di perbaiki lagi dari segi kekurangan nya...",1,-1,-1,-1
